Código do contrato,Nome do imóvel,Nome do proprietário,Bairro,Cidade,Estado,Número de inquilinos,Nome(s) do(s) inquilino(s),Número de proprietários/beneficiários,Nomes dos proprietários/beneficíarios,Valor do aluguel,Taxa de administração do contrato,Taxa de locação do contrato,Taxa de administração é valor fixo,Taxa de locação é valor fixo,Data de início do contrato,Data do fim do contrato,Valor de venda do imóvel,Data de recisão,Contrato ativo,Número de locações do imóvel,Data do último reajuste,Contrato suspenso,Gerente comercial,Tipo de imóvel,Tipo de contrato,Tempo de contrato,Tempo para fim do contrato,Valor taxa de administração,Valor taxa de locação
592/1,"Casa No Jardim Recanto Dos Sonhos, Rua José Vieira Dos Santos 950 ",Isabelly Isabelle Cardoso,Jardim Recanto Dos Sonhos,Sumaré,SP,1,['Adão Santos'],1,Isabelly Isabelle Cardoso,1500.0,10.0,0.0,Não,Sim,2022-08-17,2025-02-16,,,Sim,1,2022-08-17,Sim,,Casa,Residencial,387,527.0,150.0,0.0
514/1,"Casa No Jardim Santiago (Nova Veneza), Rua Oito 360 ",Teste Ir - W2Lgestao,Jardim Santiago (Nova Veneza),Sumaré,SP,1,['Adão Santos'],1,Teste Ir - W2Lgestao,1600.0,0.0,0.0,Não,Não,2022-08-19,2025-02-18,,,Sim,1,2022-08-19,Sim,,Casa,Residencial,385,529.0,0.0,0.0
53/3,"Fazenda No Vila Riod, Rua São Francisco 02 ",Conceição Evaristo,Vila Riod,São Luís,MA,2,"['Ademir Soares', 'edileusa']",1,Conceição Evaristo,1357.89,10.0,0.0,Não,Não,2020-01-01,2025-02-19,0.0,,Sim,3,2022-01-01,Sim,,Fazenda,Residencial,1346,530.0,135.78900000000002,0.0
594/1,"Casa No Jardim Recanto Dos Sonhos, Rua José Vieira Dos Santos 620 ",Catarina Giovana Novaes,Jardim Recanto Dos Sonhos,Sumaré,SP,1,['Alexandre Santos'],1,Catarina Giovana Novaes,1000.0,10.0,,Não,Não,2022-08-24,2025-02-23,,,Sim,1,2022-08-24,Sim,,Casa,Residencial,380,534.0,100.0,
618/1,"Casa No Jardim Nova Paulista, Rua Salvador Jordano 3 ",Luiz Teste Proprietario,Jardim Nova Paulista,Sarandi,PR,1,['Luiz Teste Locatario'],1,Luiz Teste Proprietario,4330.0,10.0,0.0,Não,Sim,2022-08-30,2025-02-27,,,Sim,1,2022-08-30,Sim,,Casa,Residencial,374,538.0,433.0,0.0
609/1,"Apartamento No Jardim Nova Paulista, Rua Salvador Jordano 999 ",Luiz Teste Proprietario,Jardim Nova Paulista,Sarandi,PR,1,['Luiz Teste Locatario'],1,Luiz Teste Proprietario,8000.0,10.0,0.0,Não,Sim,2022-08-31,2025-02-27,,,Sim,1,2022-08-31,Sim,,Apartamento,Residencial,373,538.0,800.0,0.0
441/2,"Loja No Jardim Rosemary, Rua Soldado Juvenal Alves Correia 3  Teste ",Construtora Teste,Jardim Rosemary,Santa Bárbara D'Oeste,SP,1,['Adão Santos'],2,Construtora Teste,1100.0,5.0,0.0,Não,Não,2022-08-31,2025-02-27,110000.0,,Sim,2,2022-08-31,Sim,,Loja,Não residencial,373,538.0,55.0,0.0
598/1,"Haras No Jardim Paraíso De Viracopos, Rua Antônio Campana 511 ",Thayná Teste 1,Jardim Paraíso De Viracopos,Campinas,SP,1,['Alfa 1'],1,Thayná Teste 1,5000.0,10.0,0.0,Não,Não,2022-08-31,2025-02-27,0.0,,Sim,1,2022-08-31,Não,,Haras,Residencial,373,538.0,500.0,0.0
794/1,"Casa Comercial No Vila Maria, Rua Doutor Arnaldo De Campos 43 ",Rede Vistoriass,Vila Maria,Mogi Guaçu,SP,1,['Ademir Soares'],1,Rede Vistoriass,1000.0,10.0,0.0,Não,Sim,2022-09-01,2025-02-28,,,Sim,1,2022-09-01,Sim,,Casa comercial,Residencial,372,539.0,100.0,0.0
703/1,"Casa No Jardim Fonte Do Morumbi, Estrada Carlos Queiroz Telles 100  Ap 101 ",João Câmara,Jardim Fonte Do Morumbi,São Paulo,SP,1,['João Câmara'],1,João Câmara,1000.0,10.0,100.0,Não,Não,2022-09-01,2025-02-28,100000.0,,Sim,1,2023-09-01,Sim,,Casa,Residencial,372,539.0,100.0,1000.0
81/5,"Casa No Jardim Nossa Senhora De Fátima, Rua Silvana Aparecida De Abreu 11 ",Ademir Soares,Jardim Nossa Senhora De Fátima,Hortolândia,SP,1,['Alfa 1'],2,Ademir Soares,1000.0,10.0,0.0,Não,Sim,2022-09-01,2025-02-28,0.0,,Sim,5,2022-09-01,Sim,,Casa,Residencial,372,539.0,100.0,0.0
659/1,"Apartamento No Leblon, Avenida Borges De Medeiros 567  Ap. 402 ",Pedro Ramos,Leblon,Rio De Janeiro,RJ,1,['Ademir Soares'],1,Pedro Ramos,4500.0,10.0,0.0,Não,Sim,2022-09-01,2025-02-28,0.0,,Sim,1,2022-09-01,Sim,,Apartamento,Residencial,372,539.0,450.0,0.0
647/1,"Casa No Esperança, Rua Palmas 1111 ",Prop Cnpj Teste,Esperança,Ipatinga,MG,1,['Adão Santos'],3,Prop Cnpj,10000.0,10.0,0.0,Não,Sim,2022-09-01,2025-02-28,0.0,,Sim,1,2022-09-01,Sim,,Casa,Residencial,372,539.0,1000.0,0.0
623/1,"Apartamento No Centro, Travessa Santa Luzia 346  Ap 412 ",Pedro Ramos,Centro,Rio De Janeiro,RJ,1,['Pedro Lima'],1,Pedro Ramos,1981.0,10.0,0.0,Não,Sim,2022-09-01,2025-02-28,,,Sim,1,2022-09-01,Sim,,Apartamento,Residencial,372,539.0,198.10000000000002,0.0
603/1,"Casa No Jardim Nova Paulista, Rua João Soares Lima, S/N",Luis Antonio,Jardim Nova Paulista,Águas Belas,CE,1,['Ademir Soares'],1,Luis Antonio,19000.0,10.0,0.0,Não,Sim,2022-09-01,2025-02-28,,,Sim,1,2022-09-01,Sim,,Casa,Residencial,372,539.0,1900.0,0.0
469/1,"Apartamento No Jardim Firenze, Rua José Maria Da Costa 1  Complemenot ",Proprietário Do Teste De Cadastro,Jardim Firenze,Santa Bárbara D'Oeste,SP,1,['Bruna Silva Locataria'],1,Proprietário Do Teste De Cadastro,1700.0,8.0,0.0,Não,Sim,2022-03-04,2025-03-03,,,Sim,1,2022-03-04,Sim,,Apartamento,Residencial,553,542.0,136.0,0.0
599/1,"Casa No Jardim Recanto Dos Sonhos, Rua Paulo Francisco Ferraz 6200 ",Jaqueline Marcela Laís Nunes,Jardim Recanto Dos Sonhos,Sumaré,SP,1,['Breno Emanuel Arthur Baptista'],1,Jaqueline Marcela Laís Nunes,1500.0,10.0,0.0,Não,Sim,2022-09-05,2025-03-04,,,Sim,1,2022-09-05,Sim,,Casa,Residencial,368,543.0,150.0,0.0
825/1,"Casa No Botafogo, Rua Falcão Filho 60 ",Carlos Alberto De Nóbrega Praça,Botafogo,Campinas,SP,1,['Ademir Soares'],1,Carlos Alberto De Nóbrega Praça,3000.0,10.0,,Não,Não,2022-09-07,2025-03-06,,,Sim,1,2022-09-01,Sim,,Casa,Residencial,366,545.0,300.0,
601/1,"Casa No Jardim Recanto Dos Sonhos, Rua José Vieira Dos Santos 9566 ",Sabrina Sebastiana Rezende,Jardim Recanto Dos Sonhos,Sumaré,SP,1,['Alexandre Santos'],1,Sabrina Sebastiana Rezende,1500.0,10.0,0.0,Não,Sim,2022-09-09,2025-03-08,,,Sim,1,2022-09-09,Sim,,Casa,Residencial,364,547.0,150.0,0.0
600/1,"Casa No Jardim Recanto Dos Sonhos, Rua José Vieira Dos Santos 62 ",Renan Nathan Mário Moreira,Jardim Recanto Dos Sonhos,Sumaré,SP,2,"['Adão Santos', 'Alexandre Santos']",1,Renan Nathan Mário Moreira,2900.0,10.0,0.0,Não,Sim,2022-09-09,2025-03-08,,,Sim,1,2022-09-09,Sim,,Casa,Residencial,364,547.0,290.0,0.0
1976/1,"Casa No Jardim Novo Ângulo, Avenida Osvaldo De Sousa 341 ",Fiadteste Dois,Jardim Novo Ângulo,Hortolândia,SP,1,['Alice Elza Aurora Araújo'],2,Fiadteste Dois,2700.0,10.0,2700.0,Não,Sim,2023-03-10,2025-03-09,500000.0,,Sim,1,2023-03-10,Sim,,Casa,Residencial,182,548.0,270.0,2700.0
517/1,"Casa No Jardim Nova Europa, Rua Ângelo Celeguin 33 ",Fiadteste Dois,Jardim Nova Europa,Limeira,SP,1,['Adão Santos'],1,Fiadteste Dois,555.0,10.0,0.0,Não,Sim,2022-09-13,2025-03-12,0.0,,Sim,1,2022-09-13,Sim,"[{'id_pessoa_pes': '388', 'st_fantasia_pes': 'Brunielen Gomes', 'st_email_pes': '', 'st_cnpj_pes': '44220079807', 'st_celular_pes': '19999349892', 'fl_naodomiciliado_pes': '0', 'is_gerente_con': '1'}]",Casa,Residencial,360,551.0,55.5,0.0
620/1,"Casa No Centro, Rua Uruguaiana 933 ",Marcio 01,Centro,Rio De Janeiro,RJ,1,['Ademir Soares'],1,Marcio 01,10000.0,10.0,,Não,Não,2022-09-14,2025-03-13,0.0,,Sim,1,2022-09-14,Sim,,Casa,Residencial,359,552.0,1000.0,
510/2,"Casa No Jardim Nossa Senhora De Fátima, Rua Antônio Gonzaga Dos Santos 82 ",Teste Gi,Jardim Nossa Senhora De Fátima,Hortolândia,SP,1,['Adão Santos'],1,Teste Gi,8000.0,10.0,8000.0,Não,Sim,2022-09-15,2025-03-14,350000.0,,Sim,2,2022-09-15,Sim,,Casa,Residencial,358,553.0,800.0,8000.0
438/1,"Casa No Conjunto Habitacional Vila Réggio, Rua Elias Antônio Sayeg 57 ",Carlos Alberto De Nóbrega Praça,Conjunto Habitacional Vila Réggio,Campinas,SP,1,['Alexandre Santos'],2,Carlos Alberto De Nóbrega Praça,1658.15,910.0,100.0,Sim,Não,2021-03-16,2025-03-15,0.0,,Sim,1,2022-03-01,Sim,,Casa,Residencial,906,554.0,910.0,1658.15
616/1,"Escritório No Jardim Doutor Júlio De Mesquita Filho, Rua Júlio Silveira 50 ",Thais,Jardim Doutor Júlio De Mesquita Filho,Bragança Paulista,SP,1,['Adão Santos'],1,Thais,5000.0,0.0,0.0,Não,Sim,2022-09-20,2025-03-19,,,Sim,1,2022-09-20,Sim,,Escritório,Residencial,353,558.0,0.0,0.0
613/1,"Casa No Residencial Real Parque Sumaré, Avenida Cabo Pedro Hoffman 440 ",Fiadteste Dois,Residencial Real Parque Sumaré,Sumaré,SP,1,['Santiago'],1,Fiadteste Dois,5000.0,10.0,0.0,Não,Sim,2022-09-23,2025-03-22,,,Sim,1,2022-09-23,Sim,,Casa,Residencial,350,561.0,500.0,0.0
612/1,"Casa No Residencial Real Parque Sumaré, Avenida Cabo Pedro Hoffman 320 ",Santiago,Residencial Real Parque Sumaré,Sumaré,SP,1,['Adão Santos'],1,Santiago,2000.0,10.0,0.0,Não,Sim,2022-09-23,2025-03-22,,,Sim,1,2022-09-23,Sim,,Casa,Residencial,350,561.0,200.0,0.0
544/1,"Apartamento No Jardim Firenze, Rua José Maria Da Costa 89 ",Joana Dark,Jardim Firenze,Santa Bárbara D'Oeste,SP,1,['Bruno Isaias n2'],1,Joana Dark,850.0,5.0,0.0,Não,Sim,2022-09-27,2025-03-26,,,Sim,1,2022-09-27,Sim,,Apartamento,Residencial,346,565.0,42.5,0.0
701/1,"Casa No Jardim Imperial, Rua Bela Vista 10 ",Blue Ivy,Jardim Imperial,Atibaia,SP,1,['Adão Santos'],1,Blue Ivy,14150.0,10.0,0.0,Não,Sim,2022-10-01,2025-03-31,,,Sim,1,2023-10-01,Sim,,Casa,Residencial,342,570.0,1415.0,0.0
695/1,"Casa No Vila Pompéia, Avenida Mirandópolis 608 ",Lucas Alexandre Sousa Martins Da Silva Podavi,Vila Pompéia,Campinas,SP,1,['Alfa 1'],2,Lucas Alexandre Sousa Martins Da Silva Podavi,2111.11,10.0,0.0,Não,Sim,2022-10-01,2025-03-31,440000.0,,Sim,1,2022-10-01,Sim,,Casa,Residencial,342,570.0,211.11100000000002,0.0
678/1,"Cobertura No Vila Maria, Rua Doutor Arnaldo De Campos 321  43 ",Prop1,Vila Maria,Mogi Guaçu,SP,1,['Ademir Soares'],3,Prop1,1000.0,10.0,0.0,Não,Sim,2022-10-01,2025-03-31,,,Sim,1,2022-10-01,Sim,,Cobertura,Residencial,342,570.0,100.0,0.0
669/1,"Casa No Matadouro, Rua Bertrando Molinari 1000 ",Joana Dark,Matadouro,Bragança Paulista,SP,1,['Blue Ivy'],1,Joana Dark,10000.0,10.0,100.0,Não,Sim,2022-10-01,2025-03-31,,,Sim,1,2022-10-01,Sim,,Casa,Residencial,342,570.0,1000.0,100.0
661/1,"Casa No Botafogo, Rua Falcão Filho 568 ",Tsumi,Botafogo,Campinas,SP,1,['Ademir Soares'],3,Tsumi,2000.0,140.0,0.0,Sim,Sim,2022-10-01,2025-03-31,,,Sim,1,2022-10-01,Sim,,Casa,Residencial,342,570.0,140.0,0.0
657/1,"Barracão No Jardim Recanto Dos Sonhos, Rua José Vieira Dos Santos 1002 ",Empresa Do Otávio,Jardim Recanto Dos Sonhos,Sumaré,SP,1,['Ademir Soares'],1,Empresa Do Otávio,20000.0,50.0,0.0,Não,Sim,2022-10-01,2025-03-31,,,Sim,1,2022-10-01,Sim,,Barracão,Residencial,342,570.0,10000.0,0.0
656/1,"Barracão No Parque Das Indústrias (Nova Veneza), Rua Serra Negra 66 ",Lívia Beatriz Emilly Caldeira,Parque Das Indústrias (Nova Veneza),Sumaré,SP,1,['Rafael Osvaldo Diego Vieira'],1,Lívia Beatriz Emilly Caldeira,16000.0,50.0,0.0,Não,Sim,2022-10-01,2025-03-31,,,Sim,1,2022-10-01,Sim,,Barracão,Residencial,342,570.0,8000.0,0.0
650/2,"Casa No Jardim Cristina, Rua José Aparecido Da Silva 11 ",Luis Antonio,Jardim Cristina,Campinas,SP,1,['Adão Santos'],8,Luis Antonio,4317.76,10.0,0.0,Não,Sim,2022-10-04,2025-04-03,,,Sim,2,2022-10-04,Sim,,Casa,Residencial,339,573.0,431.77600000000007,0.0
525/2,"Casa No Consolação, Rua Augusta 500 ",Tony Montana,Consolação,São Paulo,SP,1,['Alexandre Santos'],1,Tony Montana,1000.0,10.0,1000.0,Não,Sim,2022-09-05,2025-04-04,,,Sim,2,2022-09-05,Sim,,Casa,Residencial,368,574.0,100.0,1000.0
630/1,"Casa No Jardim Amoreiras, Rua Maria Luíza Missio Mingone 789 ",Amarildo De Souza,Jardim Amoreiras,Campinas,SP,1,['Larissa Recalcada'],1,Amarildo De Souza,1000.0,10.0,1000.0,Não,Sim,2022-10-07,2025-04-06,,,Sim,1,2022-10-07,Sim,,Casa,Residencial,336,576.0,100.0,1000.0
629/1,"Casa No Jardim Petrópolis, Rua Maria Luíza Missio Mingone 68 ",Amarildo De Souza,Jardim Petrópolis,Campinas,SP,1,['Silvana Bezerra'],1,Amarildo De Souza,1000.0,10.0,1000.0,Não,Sim,2022-10-07,2025-04-06,,,Sim,1,2022-10-07,Sim,,Casa,Residencial,336,576.0,100.0,1000.0
666/1,"Casa No Cidade Jardim, Rua Reverendo Constâncio Homero Omegna 120 ",Luis Antonio,Cidade Jardim,Campinas,SP,1,['Ademir Soares'],1,Luis Antonio,4000.0,10.0,0.0,Não,Sim,2022-10-10,2025-04-09,,,Sim,1,2022-10-10,Sim,,Casa,Residencial,333,579.0,400.0,0.0
634/1,"Casa Comercial No Jardim Paraíso De Viracopos, Rua Antônio Campana 980 ",Josivaldo Osório,Jardim Paraíso De Viracopos,Campinas,SP,1,['Adão Santos'],1,Josivaldo Osório,1000.0,10.0,0.0,Não,Sim,2022-10-10,2025-04-09,,,Sim,1,2022-10-10,Sim,,Casa comercial,Comercial,333,579.0,100.0,0.0
730/1,"Casa No São Mateus, Rua Iara 16  Teste Ir ",Proprietario Teste Ir,São Mateus,São João De Meriti,RJ,1,['EMPRESA IR'],1,Proprietario Teste Ir,18402.0,8.0,0.0,Não,Sim,2022-10-15,2025-04-14,,,Sim,1,2022-10-15,Não,,Casa,Residencial,328,584.0,1472.16,0.0
Venda Thais/2,"Apartamento No Centro, Rua Conceição 30  Apto 101 ",Thais,Centro,Campinas,SP,1,['Alfa 1'],1,Thais,4000.0,10.0,0.0,Não,Sim,2022-10-15,2025-04-14,300000.0,,Sim,2,2022-10-15,Sim,,Apartamento,Residencial,328,584.0,400.0,0.0
640/1,"Casa No Jardim Amoreiras, Rua Maria Luíza Missio Mingone 100 ",Victor Lima,Jardim Amoreiras,Campinas,SP,1,['Ademir Soares'],1,Victor Lima,800.0,8.0,0.0,Não,Sim,2022-10-17,2025-04-16,,,Sim,1,2022-10-17,Sim,,Casa,Residencial,326,586.0,64.0,0.0
562/4,"Casa No Parque Florely (Nova Veneza), Rua Nossa Senhora Aparecida 456 ",Fiadteste Dois,Parque Florely (Nova Veneza),Sumaré,SP,1,['Ademir Soares'],1,Fiadteste Dois,1000.0,10.0,0.0,Não,Sim,2022-10-19,2025-04-18,0.0,,Sim,4,2022-10-19,Sim,,Casa,Residencial,324,588.0,100.0,0.0
653/1,"Casa No Bairro Do Primeiro Teste, Rua Do Primeiro Teste 12 ",Teste Do Matt Proprietario,Bairro Do Primeiro Teste,Campinas,SP,1,['Santiago do Primeiro Teste'],1,Teste Do Matt Proprietario,1000.0,10.0,0.0,Não,Sim,2022-10-19,2025-04-18,,,Sim,1,2022-10-19,Sim,,Casa,Residencial,324,588.0,100.0,0.0
568/1,"Apartamento No Aldeota, Rua Vicente Leite 1500  360 ",Prefeitura,Aldeota,Fortaleza,CE,1,['Adão Santos'],1,Prefeitura,2200.0,7.0,0.0,Não,Sim,2022-10-19,2025-04-18,,,Sim,1,2022-10-19,Sim,,Apartamento,Residencial,324,588.0,154.00000000000003,0.0
604/1,"Casa No Jardim Santiago (Nova Veneza), Rua Sete 696 ",Tatiane Alago Peneiras Pereira,Jardim Santiago (Nova Veneza),Sumaré,SP,1,['Alexandre Santos'],3,Tatiane Alago Peneiras Pereira,2331.64,0.0,0.0,Não,Sim,2022-10-20,2025-04-19,,,Sim,1,2022-10-01,Sim,,Casa,Residencial,323,589.0,0.0,0.0
589/3,"Casa No Jardim Amanda Ii, Rua Aluízio Medeiros 219 ",Kassadin,Jardim Amanda Ii,Hortolândia,SP,1,['Alexandre Santos'],1,Kassadin,1000.0,100.0,0.0,Sim,Sim,2022-10-20,2025-04-19,,,Sim,3,2022-10-20,Sim,,Casa,Residencial,323,589.0,100.0,0.0
615/1,"Apartamento Duplex No Vila Bianchi, Rua Voluntário Carlos Gonzales 1010 ",Thais,Vila Bianchi,Bragança Paulista,SP,1,['Ademir Soares'],1,Thais,1000.0,10.0,0.0,Sim,Sim,2022-10-20,2025-04-19,,,Sim,1,2022-10-20,Sim,"[{'id_pessoa_pes': '882', 'st_fantasia_pes': 'Teste Zâmbia', 'st_email_pes': 'zambia.santos@superlogica.net', 'st_cnpj_pes': '11708386777', 'st_celular_pes': '', 'fl_naodomiciliado_pes': '', 'is_gerente_con': '1'}]",Apartamento duplex,Residencial,323,589.0,10.0,0.0
15 Teste/1,"Casa Assobradada No Jardim Amanda Ii, Rua Brás Cubas 339  Sobrado ",Caitlyn Kiramman,Jardim Amanda Ii,Hortolândia,SP,1,['Alfa 1'],1,Caitlyn Kiramman,1000.0,10.0,0.0,Não,Não,2022-10-20,2025-04-19,0.0,,Sim,1,2022-10-20,Sim,,Casa assombrada,Residencial,323,589.0,100.0,0.0
617/1,"Casa Assobradada No Jardim Nova Paulista, Rua Salvador Jordano 85 ",Luiz Teste Proprietario,Jardim Nova Paulista,Sarandi,PR,1,['Ademir Soares'],1,Luiz Teste Proprietario,8000.0,10.0,0.0,Não,Sim,2022-10-20,2025-04-19,0.0,,Sim,1,2022-10-20,Sim,,Casa assombrada,Residencial,323,589.0,800.0,0.0
8/1,"Casa No Jardim Santa Vitória, Rua Luís Dumont Villares",Luis Antonio,Jardim Santa Vitória,Campinas,SP,1,['Alfa 1'],10,Luis Antonio,1000.0,10.0,0.0,Não,Sim,2022-10-20,2025-04-19,0.0,,Sim,1,2022-10-20,Sim,,Casa,Residencial,323,589.0,100.0,0.0
622/1,"Andar Corporativo No Teste, Imovel De Teste",Luiz Da Silva Silva,Teste,Teste,AC,1,['Alfa 1'],1,Luiz Da Silva Silva,1000.0,10.0,1000.0,Não,Sim,2022-10-21,2025-04-20,0.0,,Sim,1,2022-10-01,Sim,,Andar corporativo,Residencial,322,590.0,100.0,1000.0
637/1,"Casa No Jardim Amanda Ii, Rua Aluízio Medeiros 219 ",Caitlyn Kiramman,Jardim Amanda Ii,Hortolândia,SP,1,['Alice Elza Aurora Araújo'],1,Caitlyn Kiramman,1000.0,0.0,0.0,Não,Não,2022-10-21,2025-04-20,0.0,,Sim,1,2022-10-01,Sim,,Casa,Residencial,322,590.0,0.0,0.0
644/1,"Casa No Esperança, Rua Palmas 1111 ",Prop Cnpj Teste,Esperança,Ipatinga,MG,1,['Ademir Soares'],3,Prop Cnpj,10000.0,10.0,0.0,Não,Sim,2022-10-24,2025-04-23,0.0,,Sim,1,2022-10-01,Não,,Casa,Residencial,319,593.0,1000.0,0.0
655/1,"Casa No Chácara Santa Letícia, Rua Francisco Ferreira Da Silva 1 ",Rede Vistoriass,Chácara Santa Letícia,Campinas,SP,1,['Adão Santos'],1,Rede Vistoriass,15000.0,0.0,0.0,Não,Sim,2022-10-24,2025-04-23,,,Sim,1,2022-10-01,Sim,,Casa,Residencial,319,593.0,0.0,0.0
631/1,"Casa No Pinheiros, Estrada Municipal Prefeito Fued Maluf Km 2.50 Ao 9999",Beyoncé,Pinheiros,Monte Mor,SP,1,['Ademir Soares'],1,Beyoncé,1200.0,10.0,0.0,Não,Sim,2022-10-24,2025-04-23,500000.0,,Sim,1,2022-10-01,Sim,,Casa,Residencial,319,593.0,120.0,0.0
654/1,"Casa No Chácara Santa Letícia, Rua Francisco Ferreira Da Silva 11 ",Lucca,Chácara Santa Letícia,Campinas,SP,1,['Adão Santos'],1,Lucca,1000.0,0.0,0.0,Não,Sim,2022-10-24,2025-04-23,,,Sim,1,2022-10-01,Sim,,Casa,Comercial,319,593.0,0.0,0.0
639/1,"Apartamento No Chácaras Acaraí, Avenida Santana 300  Bloco B - Ap. 112 ",Caitlyn Kiramman,Chácaras Acaraí,Hortolândia,SP,1,['Adão Santos'],1,Caitlyn Kiramman,1000.0,0.0,0.0,Não,Sim,2022-10-26,2025-04-25,0.0,,Sim,1,2022-10-01,Sim,,Apartamento,Residencial,317,595.0,0.0,0.0
10101010/3,"Casa No Jardim Santiago (Nova Veneza), Rua Sete 696 ",Tatiane Alago Peneiras Pereira,Jardim Santiago (Nova Veneza),Sumaré,SP,1,['Ademir Soares'],3,Tatiane Alago Peneiras Pereira,2331.64,0.0,0.0,Não,Sim,2022-10-31,2025-04-29,0.0,,Sim,3,2022-10-01,Sim,,Casa,Residencial,312,599.0,0.0,0.0
652/1,"Casa No Jardim Cristina, Rua José Aparecido Da Silva 12 ",Luis Antonio,Jardim Cristina,Campinas,SP,1,['Alexandre Santos'],12,Luis Antonio,1000.0,0.0,0.0,Não,Sim,2022-10-31,2025-04-29,,,Sim,1,2022-10-01,Sim,,Casa,Residencial,312,599.0,0.0,0.0
648/3,"Fazenda No Jardim Dos Oliveiras, Rua Pompeu Carvalho De Moura 2 ",Luis Antonio,Jardim Dos Oliveiras,Campinas,SP,1,['Alfa 1'],3,Luis Antonio,12323.0,0.0,0.0,Não,Sim,2022-10-31,2025-04-29,,,Sim,3,2022-10-01,Sim,,Fazenda,Residencial,312,599.0,0.0,0.0
50/6,"Chácara No Abolição, Rua Adriãozinho 02  Teste De Taxa De Adm  ",Iza Rainha,Abolição,Mossoró,RN,1,['Ademir Soares'],1,Iza Rainha,10000.0,5.0,,Não,Não,2022-10-30,2025-04-29,0.0,,Sim,6,2022-10-30,Sim,,Chácara,Residencial,313,599.0,500.0,
751/1,"Casa No Tomazinho, Rua Gonçalves Ferreira 658 ",Gt Emprrendimentos Imobiliários,Tomazinho,São João De Meriti,RJ,1,['Mel'],1,Gt Emprrendimentos Imobiliários,2000.0,10.0,0.0,Não,Sim,2022-11-01,2025-04-30,,,Sim,1,2022-11-01,Sim,,Casa,Residencial,311,600.0,200.0,0.0
707/1,"Casa No Jardim Petrópolis, Rua Joaquim Vieira 500 ",Eliana Clotilde,Jardim Petrópolis,Campinas,SP,1,['Teste'],1,Eliana Clotilde,2000.0,10.0,0.0,Não,Sim,2022-11-01,2025-04-30,,,Sim,1,2022-11-01,Sim,,Casa,Residencial,311,600.0,200.0,0.0
632/2,"Casa No Residencial Colina Das Nascentes, Rua Rio Cuiabá 25 ",Amarildo De Souza,Residencial Colina Das Nascentes,Campinas,SP,1,['Adão Santos'],1,Amarildo De Souza,2000.0,10.0,0.0,Não,Sim,2022-11-01,2025-04-30,0.0,,Sim,2,2022-11-01,Sim,,Casa,Residencial,311,600.0,200.0,0.0
668/1,"Apartamento No Jardim Amoreiras, Rua Maria Luíza Missio Mingone 4555 ",Cleiton,Jardim Amoreiras,Campinas,SP,1,['Ketlyn'],1,Cleiton,3000.0,10.0,0.0,Não,Sim,2022-11-01,2025-04-30,,,Sim,1,2022-11-01,Sim,,Apartamento,Residencial,311,600.0,300.0,0.0
uru94/1,"Casa No Centro, Rua Uruguaiana 94 ",Marcio 01,Centro,Rio De Janeiro,RJ,1,['Teste Matt Ortiz'],3,Marcio 01,10000.0,0.0,0.0,Não,Sim,2022-11-01,2025-04-30,,,Sim,1,2022-11-01,Sim,,Casa,Residencial,311,600.0,0.0,0.0
660/1,"Casa No Jardim Primavera, Rua Fernando Costa 8763 ",Luis Antonio,Jardim Primavera,Campinas,SP,1,['Alexandre Santos'],3,Luis Antonio,2000.0,140.0,0.0,Sim,Sim,2022-11-01,2025-04-30,,,Sim,1,2022-11-01,Sim,,Casa,Residencial,311,600.0,140.0,0.0
3120/1,"Casa No Jardim Santiago (Nova Veneza), Rua Sete 696 ",Tatiane Alago Peneiras Pereira,Jardim Santiago (Nova Veneza),Sumaré,SP,1,['Ademir Soares'],3,Tatiane Alago Peneiras Pereira,2331.64,10.0,0.0,Não,Sim,2022-11-01,2025-04-30,0.0,,Sim,1,2022-11-01,Sim,,Casa,Residencial,311,600.0,233.164,0.0
aaa/1,"Casa No Jardim Campo Belo, Rua Antônio Mion 44 ",Fiadteste Dois,Jardim Campo Belo,Limeira,SP,1,['Alexandre Santos'],1,Fiadteste Dois,555.0,10.0,0.0,Não,Sim,2022-11-01,2025-04-30,200000.0,,Sim,1,2022-11-01,Sim,,Casa,Residencial,311,600.0,55.5,0.0
664/1,"Casa Assobradada No Jardim Amoreiras, Rua Maria Luíza Missio Mingone 160 ",Goiabada,Jardim Amoreiras,Campinas,SP,1,['Queijo'],1,Goiabada,1000.0,10.0,0.0,Não,Não,2022-11-04,2025-05-03,0.0,,Sim,1,2022-11-04,Sim,,Casa assombrada,Residencial,308,603.0,100.0,0.0
aaaaaaaaaaaaaaaa/1,"Chácara No Jardim Dos Oliveiras, Rua Tupã 122 ",Luis Antonio,Jardim Dos Oliveiras,Campinas,SP,1,['Alexandre Santos'],1,Luis Antonio,1000.0,0.0,0.0,Não,Não,2022-11-08,2025-05-07,0.0,,Sim,1,2022-11-08,Não,,Chácara,Residencial,304,607.0,0.0,0.0
500/1,"Apartamento No Centro, Rua Uruguaiana 101 ",Prop1,Centro,Rio De Janeiro,RJ,1,['Alexandre Santos'],4,Prop1,1800.0,10.0,0.0,Não,Sim,2022-11-09,2025-05-08,0.0,,Sim,1,2022-11-09,Sim,,Apartamento,Residencial,303,608.0,180.0,0.0
